UID,Combined Key,Study Identifier,Is Target Cell,Is Naturally Occuring,Object Index,Size,Area,Length,Width,Perimeter,Circularity,"Mean[Stitched[Tsf[:DAPI 377,447]]]","Mean[Stitched[Tsf[:GFP 469,525]]]","Mean[Stitched[Tsf[:CY5 628,685]]]","Peak[Stitched[Tsf[:DAPI 377,447]]]","Peak_2[Stitched[Tsf[:GFP 469,525]]]","Peak_2[Stitched[Tsf[:CY5 628,685]]]","Integral[Stitched[Tsf[:DAPI 377,447]]]","Integral_2[Stitched[Tsf[:GFP 469,525]]]","Integral_2[Stitched[Tsf[:CY5 628,685]]]","Mask Size_2[Stitched[Tsf[:GFP 469,525]]]","Mask Size_2[Stitched[Tsf[:CY5 628,685]]]","Mean_2[Stitched[Tsf[:GFP 469,525]]]","Mean_2[Stitched[Tsf[:CY5 628,685]]]",Mean[Stitched[Tsf[:Bright Field]]],Integral[Stitched[Tsf[:Bright Field]]],X Center Microns,Y Center Microns,ratio,"Peak[Stitched[Tsf[:GFP 469,525]]]","Peak[Stitched[Tsf[:CY5 628,685]]]",X Center Pixels,Y Center Pixels
70409,1B1646191204170421,191204_170421,1,0,646,12.1,109,14.9,9.3,39.2,0.383,11205,55975,4728,12529,55977,5550,448198,8646831,26284,29.8,4.3,34177,5257,36352,1454080,19407.7,2236.8,11.8,55976,5550,11777.40446,1357.395748
70410,1B1647191204170421,191204_170421,1,0,647,14.2,147,17.9,10.4,47.7,0.336,14228,33677,852,20282,45261,0,768336,4006576,0,29.5,0,16156,0,40774,2201792,8275.1,2239.8,39.5,45261,1333,5021.676946,1359.21629
70411,1B1648191204170421,191204_170421,1,0,648,7.9,48.9,8.4,7.4,24.3,0.762,14498,3696,731,21003,0,0,260955,0,0,0,0,0,0,19804,356480,11359.7,2236,5.06,4999,1173,6893.541299,1356.910271
70412,1B1649191204170421,191204_170421,1,0,649,18.6,272,19.8,17.4,63.1,0.773,42075,11423,2058,63375,17912,0,4207470,3938120,0,36.9,0,10256,0,37004,3700368,13963.5,2242.9,5.55,17912,4426,8473.636093,1361.097516
70413,1B1650191204170421,191204_170421,1,0,650,9.9,76,10.6,9.2,30.9,0.756,35130,8878,909,63470,18165,0,983633,2093924,0,26.8,0,10214,0,32839,919488,17905.2,2236.4,9.76,17733,2110,10865.62459,1357.15301
70414,1B1651191204170421,191204_170421,1,0,651,10.5,86.9,10.9,10.2,33.2,0.874,37044,16307,2079,63193,28775,0,1185401,2959727,0,28.4,0,12813,0,33592,1074944,15933.6,2239.9,7.84,27943,4424,9669.175211,1359.276975
70415,1B1652191204170421,191204_170421,1,0,652,17.3,234,19.2,15.5,55.7,0.652,15130,3739,602,20515,9096,0,1301203,117328,0,8.9,0,5587,0,29001,2494080,2396.8,2245.6,6.22,9096,1313,1454.478532,1362.736004
70416,1B1653191204170421,191204_170421,1,0,653,36.4,483,63.1,9.7,135.4,0.0238,14631,52725,6100,19402,54836,13785,2604313,14676198,1317630,47.7,42.2,35883,7280,42731,7606160,5934.3,2266.3,8.64,54672,9978,3601.181557,1375.29774
70417,1B1654191204170421,191204_170421,1,0,654,11.2,97.8,12.2,10.2,34.2,0.704,35989,12834,1123,63364,19025,0,1295601,2481057,0,28.9,0,10381,0,25021,900752,5098.8,2253.6,11.4,19025,2821,3094.165196,1367.590781
70418,1B1655191204170421,191204_170421,1,0,655,20.5,312,25.2,15.8,68.7,0.392,42659,12362,2356,63470,33783,10996,4905777,5081035,106854,40.6,7.3,10951,7632,29482,3390448,17579.5,2270.1,5.25,33783,10996,10667.9762,1377.603759
70419,1B1656191204170421,191204_170421,1,0,656,18.3,253,21.7,14.8,58,0.469,20300,52100,1656,33143,57485,0,1887878,6781930,0,28,0,30276,0,37192,3458816,7343.8,2267.3,31.5,57485,3728,4456.525136,1375.904587
70420,1B1657191204170421,191204_170421,1,0,657,12.9,130,13.7,12.1,39.8,0.79,37304,11000,4912,63561,17615,8424,1790611,2673963,216669,31.1,11.1,9619,6566,28551,1370432,16597.8,2264.2,2.24,17615,8424,10072.23956,1374.023361
70421,1B1658191204170421,191204_170421,1,0,658,5.6,24.4,5.6,5.6,15.9,1,15353,55657,937,21005,55792,0,138179,2719062,0,21.6,0,20756,0,52503,472528,9602.2,2264.2,59.4,55791,1323,5827.016758,1374.023361
70422,1B1659191204170421,191204_170421,1,0,659,5.6,24.4,6.1,5.1,17.3,0.685,15739,19220,980,23449,25435,0,141647,1694398,0,23.9,0,10332,0,22420,201776,18229.4,2267.8,19.6,25435,2380,11062.36272,1376.208011
70423,1B1660191204170421,191204_170421,1,0,660,8.7,57,10.5,6.9,27.2,0.428,15857,9185,3733,23282,17241,0,332994,2412493,0,29.2,0,9807,0,13898,291856,12318.6,2275.4,2.46,13081,6560,7475.441943,1380.820049
70424,1B1661191204170421,191204_170421,1,0,661,10.6,86.9,11.4,9.7,32.2,0.714,36846,15184,1985,63323,30313,0,1179056,2430129,0,27.4,0,11517,0,35369,1131808,15275.6,2275.1,7.65,30313,4813,9269.873277,1380.637995
70425,1B1662191204170421,191204_170421,1,0,662,19.9,301,23.2,16.6,63.7,0.51,16146,49032,1038,22795,57851,0,1792213,8631952,0,33.9,0,26397,0,45304,5028704,16200.7,2281.6,47.2,57851,1695,9831.262667,1384.582502
70426,1B1663191204170421,191204_170421,1,0,663,15.8,193,17.8,13.8,51.8,0.596,39721,13782,1817,62746,22893,0,2820186,4083807,0,34.7,0,11803,0,19305,1370624,2150.4,2286.2,7.59,22893,5743,1304.952702,1387.373999
70427,1B1664191204170421,191204_170421,1,0,664,10.9,92.3,11.6,10.1,34.2,0.76,33833,2238,4292,59227,6073,7553,1150329,11266,167382,2.3,10,5633,5772,33950,1154288,3518.8,2283.6,0.521,6101,6304,2135.355082,1385.796196
70428,1B1665191204170421,191204_170421,1,0,665,21.8,367,24.8,18.9,70.6,0.58,22477,56326,2273,41689,57282,0,3034447,10647562,0,33,0,34127,0,37459,5056928,9327.7,2291.4,24.8,57282,4037,5660.438671,1390.529604
70429,1B1666191204170421,191204_170421,1,0,666,17,212,21.2,12.7,58,0.362,34729,56408,8070,63807,57210,20434,2708894,7841628,570688,33.1,13.8,25460,11190,9713,757648,19439.9,2288.7,6.99,57210,20434,11796.94477,1388.891117
70430,1B1667191204170421,191204_170421,1,0,667,14.1,144,17.8,10.3,48.1,0.333,32133,11524,5134,63487,19513,11326,1703059,3618524,185274,34.1,9,10899,8055,19015,1007792,7071.9,2287.8,2.24,19513,11326,4291.524839,1388.344954
70431,1B1668191204170421,191204_170421,1,0,668,22.1,223,36.3,7.8,77.4,0.0461,12891,794,273,21678,0,0,1057063,0,0,0,0,0,0,55060,4514880,10404.7,2289.9,2.9,1345,660,6314.007338,1389.619333
70432,1B1669191204170421,191204_170421,1,0,669,15.5,179,18.9,12.1,59.4,0.409,20877,8552,4164,47827,15201,11417,1377870,3288247,97708,34.9,6.9,9315,7516,14220,938496,20208.3,2291.4,2.05,13679,11417,12263.24204,1390.529604
70433,1B1670191204170421,191204_170421,1,0,670,5.7,24.4,7.1,4.4,17.3,0.378,13951,11416,2404,17688,15020,0,125559,1478606,0,22.8,0,10197,0,11099,99888,21848.1,2288.9,4.75,12860,3734,13258.3413,1389.012486
70434,1B1671191204170421,191204_170421,1,0,671,44.8,654,79.1,10.5,173,0.0177,16941,50654,6311,33962,55586,12796,4082746,18322454,1616256,57,49.5,32032,7313,40587,9781440,5912.8,2329.4,8.03,55437,12399,3588.134457,1413.589796
70435,1B1672191204170421,191204_170421,1,0,672,18.8,266,22.7,14.9,62.3,0.432,41250,9389,2121,63346,16991,7956,4042470,4121884,21116,38.2,3.3,9980,7039,36645,3591184,13965.5,2312.1,4.43,16991,7956,8474.849777,1403.09134
70436,1B1673191204170421,191204_170421,1,0,673,18.3,236,24.1,12.5,60,0.269,40684,10729,1684,63385,26887,0,3539475,2777047,0,30.5,0,11817,0,25568,2224448,14933.2,2312.8,6.37,26887,4666,9062.09063,1403.516133
70437,1B1674191204170421,191204_170421,1,0,674,11.3,86.9,15.6,7.1,37.5,0.208,18460,5510,2555,28789,18277,0,590729,2301741,0,30,0,8887,0,14925,477600,17909.8,2305.4,2.16,10612,4695,10868.41606,1399.025464
70438,1B1675191204170421,191204_170421,1,0,675,10.9,92.3,11.8,9.9,34.2,0.706,13001,8246,992,17617,11125,0,442018,505962,0,16.5,0,6931,0,53312,1812592,13742.8,2307.6,8.31,11125,1767,8339.706098,1400.360528
70439,1B1676191204170421,191204_170421,1,0,676,15.4,185,16.7,14.1,49.1,0.716,42120,12646,2429,63411,21074,0,2864158,3512496,0,34.3,0,10423,0,33521,2279440,12975.4,2313.9,5.21,21074,5544,7874.015667,1404.183665
70440,1B1677191204170421,191204_170421,1,0,677,6.6,32.6,8.3,5,20.6,0.368,16227,10631,3266,22296,16228,0,194721,1569580,0,23.3,0,10192,0,15232,182784,14616.4,2310.4,3.25,13940,4403,8869.843133,1402.0597
70441,1B1678191204170421,191204_170421,1,0,678,19.3,277,23.9,14.7,62.7,0.379,24963,46077,1732,45857,57536,0,2546250,5745088,0,27,0,28162,0,43390,4425760,11763.8,2320.2,26.6,57536,3183,7138.766088,1408.006802
70442,1B1679191204170421,191204_170421,1,0,679,22.1,383,22.6,21.6,73.5,0.908,43569,12269,3095,63438,31899,13878,6143284,5184136,222217,39.6,10.1,11572,7663,38288,5398592,7732.2,2322.5,3.96,31899,13878,4692.222509,1409.402551
70443,1B1680191204170421,191204_170421,1,0,680,15.9,198,16.9,15,54.7,0.786,27909,8673,3789,63057,29828,7710,2037365,3959070,111603,35.3,8.3,11028,6200,20148,1470784,2484.1,2323.6,2.29,29828,7710,1507.455825,1410.070083
70444,1B1681191204170421,191204_170421,1,0,681,23.3,323,34.9,11.8,85.2,0.115,32028,10604,11845,63481,20713,32432,3811387,4033315,1308492,36.2,19.8,10901,14223,10973,1305760,8724.3,2324.6,0.895,20713,32432,5294.270302,1410.67693
70445,1B1682191204170421,191204_170421,1,0,682,19.8,307,20.3,19.2,67.3,0.89,41314,13212,2211,63486,22201,7020,4668508,3946399,42066,36.6,5.1,10440,6009,30204,3413104,20529.9,2327.7,5.98,22201,7020,12458.40238,1412.558156
70446,1B1683191204170421,191204_170421,1,0,683,10.8,89.6,12.2,9.4,34.2,0.593,32517,9854,944,63548,16161,0,1073054,1740467,0,24.9,0,10548,0,20467,675427,5748.8,2324.9,10.4,15246,2695,3488.612395,1410.858984
70447,1B1684191204170421,191204_170421,1,0,684,10.1,67.9,13.9,6.2,32.2,0.199,16505,3859,3392,28731,23500,0,412637,2188019,0,27.7,0,9946,0,11999,299984,19880.1,2331.1,1.14,10061,7247,12064.07655,1414.621437
70448,1B1685191204170421,191204_170421,1,0,685,15.5,185,17.8,13.2,49.5,0.556,18890,5766,2208,29062,12786,0,1284525,1199666,0,23.7,0,7893,0,34998,2379840,5548.5,2339.6,2.61,12786,3601,3367.061973,1419.779638
70449,1B1686191204170421,191204_170421,1,0,686,6.1,27.2,7.6,4.6,19.6,0.359,12902,47716,10025,16702,51814,16618,129023,3861938,579542,23.2,17.6,25746,7430,8323,83232,272.6,2339.6,4.76,50868,16618,165.4250868,1419.779638
70450,1B1687191204170421,191204_170421,1,0,687,9.4,62.5,12.4,6.4,31.8,0.27,15407,9742,2638,21706,16479,0,354352,2332634,0,29,0,9760,0,10614,244128,14617.5,2343.8,3.69,13343,4204,8870.510659,1422.328396
70451,1B1688191204170421,191204_170421,1,0,688,44.9,1.57E+03,48.7,41,158.2,0.709,31407,37347,17643,59480,50700,48522,18153229,26847290,10728675,53.9,47.2,32424,16737,5365,3100976,221.3,2361.9,2.12,50700,48522,134.2941001,1433.312329
70452,1B1689191204170421,191204_170421,1,0,689,10,78.7,10.8,9.3,30.9,0.733,40397,11185,1874,63489,20184,0,1171504,1619776,0,24.5,0,9877,0,34046,987344,8388.9,2347.1,5.97,20184,5001,5090.735548,1424.330991
70453,1B1690191204170421,191204_170421,1,0,690,11.1,95,12.6,9.6,35.5,0.587,37429,8836,1305,63458,16710,0,1310022,2486059,0,29.2,0,10359,0,24478,856736,11005.1,2349.6,6.77,13473,3661,6678.355181,1425.848109
70454,1B1691191204170421,191204_170421,1,0,691,19.4,291,21.9,16.9,62.7,0.592,43908,14356,2216,63353,24176,7390,4698151,4063997,65763,35.1,6.1,11513,6576,33041,3535408,22506.2,2353.6,6.48,24176,7390,13657.70392,1428.275498
70455,1B1692191204170421,191204_170421,1,0,692,12.5,122,12.9,12.1,39.2,0.883,39917,20977,4782,63538,28286,8129,1796268,3877817,181796,32.7,9.9,12509,6733,38670,1740144,9371.1,2352.8,4.39,28286,7841,5686.775607,1427.79002
70456,1B1693191204170421,191204_170421,1,0,693,13.9,149,15.5,12.3,44.4,0.633,41593,13017,1945,63491,19433,0,2287607,2641537,0,28.9,0,11535,0,33511,1843088,8378.3,2354.7,6.69,19433,4487,5084.303024,1428.94303
70457,1B1694191204170421,191204_170421,1,0,694,27.5,565,33.4,21.5,92.2,0.414,20274,55123,53772,28846,55128,63172,4216895,20472289,12945009,46.9,34.8,32808,38299,11538,2399967,1803,2368.2,1.03,55126,63172,1094.135845,1437.135467
70458,1B1695191204170421,191204_170421,1,0,695,10.7,89.6,11.7,9.8,34.2,0.698,37066,792,887,63722,0,0,1223175,0,0,0,0,0,0,43940,1450032,4069.2,2360,0.893,3962,4517,2469.360833,1432.15932
70459,1B1696191204170421,191204_170421,1,0,696,6.2,24.4,9,3.5,20.6,0.15,12904,25879,4877,15612,31305,7380,116139,2167849,13336,25.1,2.3,11911,6668,14316,128848,8706.5,2356.1,5.31,31305,7380,5283.468518,1429.792616
70460,1B1697191204170421,191204_170421,1,0,697,22.2,361,27.9,16.5,89.9,0.351,19517,32820,7297,37446,46404,16932,2595711,7735085,1154761,29,21.6,31832,8618,11021,1465856,250.8,2373.6,4.5,39999,15738,152.1959346,1440.412441
70461,1B1698191204170421,191204_170421,1,0,698,11.4,100,12.3,10.4,35.5,0.704,38420,5983,1528,63433,19182,0,1421556,2645319,0,30.7,0,9761,0,31654,1171184,2814.5,2362.6,3.92,9694,4815,1707.956371,1433.737122
70462,1B1699191204170421,191204_170421,1,0,699,6.4,29.9,8,4.7,20.6,0.347,12169,55550,8333,14399,55807,13957,133856,3295851,168656,23.6,8,21542,9370,12471,137184,5881.6,2370.1,6.67,55591,13957,3569.200992,1438.288476
70463,1B1700191204170421,191204_170421,1,0,700,21.3,342,25.3,17.2,70.6,0.466,41911,12312,2520,63072,26168,8080,5280840,5606168,49414,38.9,4.9,12917,7059,36459,4593856,16920.7,2377.7,4.89,26168,8080,10268.1888,1442.900515
70464,1B1701191204170421,191204_170421,1,0,701,21.9,361,26.3,17.5,71.6,0.445,22981,7554,483,46289,16376,0,3056417,944607,0,20.5,0,8214,0,30728,4086880,12717,2380.4,15.6,16376,1087,7717.207734,1444.539002
70465,1B1702191204170421,191204_170421,1,0,702,14.7,163,17.9,11.6,47.7,0.423,38845,6330,1601,63358,16464,0,2330683,1485697,0,21.7,0,11171,0,35314,2118816,22492.6,2378.4,3.95,14322,3694,13649.45087,1443.325308
70466,1B1703191204170421,191204_170421,1,0,703,9.7,73.3,10.7,8.7,29.5,0.672,40315,12439,2573,63527,20182,0,1088497,2287462,0,28.8,0,9571,0,30735,829840,14946.9,2379.4,4.83,20182,5513,9070.404363,1443.932155
70467,1B1704191204170421,191204_170421,1,0,704,19.4,291,22.1,16.7,63.7,0.572,40687,14541,4422,63502,31960,12774,4353486,4969602,335312,38.3,13,11918,7798,27967,2992480,9699.7,2389.1,3.29,31960,12774,5886.183837,1449.818572
70468,1B1705191204170421,191204_170421,1,0,705,6.3,29.9,7.3,5.2,18.2,0.498,12991,11844,2215,16115,16047,0,142897,1514281,0,22.9,0,10301,0,16209,178304,13301.1,2384.6,5.35,13543,3128,8071.664056,1447.08776
70469,1B1706191204170421,191204_170421,1,0,706,32.3,760,41.1,23.5,112.4,0.328,28685,34133,11159,58696,42432,27554,8031732,12151761,3261234,40.1,33.3,26884,11093,7976,2233216,234.5,2403.3,3.06,42432,27554,142.3044125,1458.435802
70470,1B1707191204170421,191204_170421,1,0,707,27.4,589,28,26.8,133.2,0.919,15799,48582,16909,40446,53136,62902,3428470,18730332,5945724,44.5,31.9,33092,20573,7223,1567392,295.7,2399.3,2.87,52573,62852,179.4431334,1456.008414
70471,1B1708191204170421,191204_170421,1,0,708,19,280,21.3,16.7,66.5,0.611,21166,36857,9964,37410,43569,20524,2180101,5373287,1120877,24.9,19.6,30358,10190,3870,398640,214.2,2394.8,3.7,38665,20524,129.9855231,1453.277601
70472,1B1709191204170421,191204_170421,1,0,709,10.8,86.9,13.4,8.3,39.2,0.379,11506,44937,4244,13866,46406,5427,368191,4219622,5427,22.6,1.6,33489,5427,16413,525200,264.8,2392.1,10.6,46404,5908,160.6917204,1451.639114
70473,1B1710191204170421,191204_170421,1,0,710,12,111,13,10.9,36.5,0.696,39969,19566,3472,63542,31002,5664,1638742,3678601,15967,32.4,3.3,12141,5322,35748,1465648,7400.6,2391,5.64,31002,5664,4490.993753,1450.971582
70474,1B1711191204170421,191204_170421,1,0,711,11.8,103,14.4,9.1,38.8,0.403,19196,10014,6238,33128,19098,12980,729464,2856828,178520,31.8,9.2,9817,8115,11763,446976,2811,2392,1.61,14491,12980,1705.832424,1451.578429
70475,1B1712191204170421,191204_170421,1,0,712,5.1,19,6.5,3.7,14,0.333,11095,8692,3016,12786,16907,0,77664,1719170,0,25.2,0,9343,0,9278,64944,9366.5,2389.4,2.88,9705,4109,5683.984135,1450.000627
70476,1B1713191204170421,191204_170421,1,0,713,10,76,12,8,33.2,0.447,26524,45186,1644,59909,56391,0,742665,2386049,0,24.9,0,14729,0,19137,535840,13427.5,2395.2,27.5,56391,4191,8148.368865,1453.52034
70477,1B1714191204170421,191204_170421,1,0,714,11.9,109,13.3,10.4,36.5,0.603,38281,13074,2681,63517,19554,0,1531241,2760843,0,30.5,0,10302,0,32039,1281552,5100.5,2395.2,4.88,19554,5292,3095.196827,1453.52034
70478,1B1715191204170421,191204_170421,1,0,715,22,369,25.5,18.4,78.6,0.522,33086,19547,3457,63523,57058,12997,4499737,3507789,289413,30.9,11.3,13440,8512,31227,4246832,10890.1,2402.6,5.65,57058,12997,6608.568369,1458.011009
70479,1B1716191204170421,191204_170421,1,0,716,13.9,147,16.1,11.6,45.8,0.516,25479,8722,5469,59077,15799,14362,1375859,3228970,192170,34.2,9.1,9582,8007,14318,773168,20536.2,2396.8,1.59,12856,14362,12462.22548,1454.491296
70480,1B1717191204170421,191204_170421,1,0,717,5.3,21.7,5.9,4.7,14.9,0.625,15677,8419,2947,20313,14708,0,125413,1461624,0,23.3,0,9430,0,11106,88848,21851,2394.5,2.86,10069,4609,13260.10114,1453.095547
70481,1B1718191204170421,191204_170421,1,0,718,13.2,130,16.1,10.3,44.8,0.413,13674,46560,5017,19580,47283,8068,656334,3661016,113093,19.6,8,32982,6283,10291,493968,275.6,2401.1,9.28,47282,8068,167.2456123,1457.100738
70482,1B1719191204170421,191204_170421,1,0,719,9.1,62.5,11,7.2,28.1,0.426,40238,2534,3428,62831,9889,6666,925468,891069,40403,21.8,4.9,6751,5772,32160,739680,22183,2398.3,0.739,5984,6666,13461.57263,1455.401566
70483,1B1720191204170421,191204_170421,1,0,720,5.7,21.7,7.9,3.5,15.9,0.2,11956,7450,62342,13517,8545,62345,95644,135001,9047468,9,25.8,6136,47122,9522,76176,4839,2398.5,0.12,8545,62342,2936.507685,1455.522936
70484,1B1721191204170421,191204_170421,1,0,721,15.9,198,17.3,14.6,58.6,0.706,12643,21907,20701,16185,40319,59252,922910,5049729,4192174,32.7,32,16502,14406,6864,501088,27.7,2406.5,1.06,33621,36740,16.80951909,1460.377713
70485,1B1722191204170421,191204_170421,1,0,722,17.3,225,21.1,13.6,55.7,0.419,41343,10801,3406,63075,28283,10985,3431441,3633830,145001,33.2,7.8,11647,8529,32445,2692944,16918,2409.3,3.17,28283,10985,10266.55032,1462.076885
70486,1B1723191204170421,191204_170421,1,0,723,18.1,225,24.7,11.6,61.3,0.223,18051,45533,1007,28139,57331,0,1498221,5203987,0,27.5,0,25385,0,48438,4020384,10776.9,2414.1,45.2,57331,1783,6539.873872,1464.989752
70487,1B1724191204170421,191204_170421,1,0,724,18.1,255,19.5,16.7,67.7,0.732,30220,8343,2345,63565,15863,0,2840646,3944555,0,37.8,0,9621,0,24108,2266112,17251.7,2412.7,3.56,13495,6644,10469.05345,1464.140166
70488,1B1725191204170421,191204_170421,1,0,725,7.7,40.7,10.5,4.9,23.9,0.22,20463,16505,3643,33815,23853,8916,306947,1776232,16248,23,2.3,12965,8124,12837,192560,5748.1,2408.5,4.53,23853,8916,3488.187605,1461.591407
70489,1B1726191204170421,191204_170421,1,0,726,23.9,396,31.9,15.8,85.2,0.246,40850,9760,1709,63451,21002,0,5964031,3839765,0,36.3,0,10158,0,35797,5226368,17570.8,2412.3,5.71,21002,4293,10662.69668,1463.897427
70490,1B1727191204170421,191204_170421,1,0,727,25.6,453,34.5,16.8,84.1,0.236,24527,57033,3459,46552,57318,7107,4095983,15512471,158020,40.2,10.8,35017,5853,32625,5448368,18973.6,2417.7,16.5,57251,7107,11513.97442,1467.174401
70491,1B1728191204170421,191204_170421,1,0,728,30.1,698,34.6,25.7,116.1,0.551,29560,43096,4642,59751,48836,15016,7596971,15446904,701590,40.6,19.8,35267,7795,11318,2908816,200.8,2431.1,9.28,48836,15016,121.8538423,1475.306154
70492,1B1729191204170421,191204_170421,1,0,729,17.8,209,24.9,10.7,62.7,0.185,29379,55490,12189,56413,56900,29021,2262148,9479180,925947,36.6,15.9,24945,13820,10823,833408,11783.2,2424.5,4.55,56734,29021,7150.53882,1471.300962
70493,1B1730191204170421,191204_170421,1,0,730,25.1,453,32.4,17.8,93.9,0.304,41524,12558,2221,63291,24789,8214,6934584,5887365,56013,41.7,5.3,11775,7002,36372,6074048,22841.9,2424,5.65,24789,8214,13861.42072,1470.997539
70494,1B1731191204170421,191204_170421,1,0,731,9.9,76,10.6,9.2,30.9,0.756,39269,12758,3794,63423,22475,8113,1099537,1980920,42226,26.2,4.7,10426,7038,28337,793440,13962.2,2418.4,3.36,22475,8113,8472.847199,1467.599194
70495,1B1732191204170421,191204_170421,1,0,732,9.1,62.5,10.8,7.4,32.8,0.466,16192,51343,1185,25228,56456,0,372410,2912335,0,25.2,0,16361,0,20203,464672,10796.7,2422.1,43.3,56456,2192,6551.889341,1469.844529
70496,1B1733191204170421,191204_170421,1,0,733,10.4,84.2,10.5,10.2,31.8,0.934,36473,13473,1943,63081,31954,0,1130658,1133052,0,18.3,0,13175,0,34462,1068336,16903.4,2420.2,6.94,31954,3914,10257.69043,1468.691519
70497,1B1734191204170421,191204_170421,1,0,734,23.1,415,25.6,20.7,79.2,0.653,24456,40611,5959,54856,44495,20917,3741746,8126557,800159,29.8,19.1,33170,7621,7222,1104944,222.7,2429.8,6.82,44495,15973,135.1436787,1474.517252
70498,1B1735191204170421,191204_170421,1,0,735,16.4,209,17.9,14.9,52.4,0.688,39771,18307,4804,63393,29359,6449,3062375,3902967,189367,32.4,10.8,13230,5570,45467,3500976,4780.1,2429.2,3.81,29359,6642,2900.7647,1474.153144
70499,1B1736191204170421,191204_170421,1,0,736,16.2,187,21.1,11.3,66.4,0.289,20181,9250,5514,40736,17785,13820,1392468,3756938,234360,35.3,10.4,10465,7812,15624,1078032,5108.3,2431,1.68,14101,13820,3099.930193,1475.245469
70500,1B1737191204170421,191204_170421,1,0,737,11.7,92.3,16.1,7.3,45.8,0.203,11332,31571,33177,13543,41744,58144,385290,5872415,5080834,30.3,29,22329,20995,4958,168576,35.9,2431.8,0.952,41740,51072,21.78562221,1475.730947
70501,1B1738191204170421,191204_170421,1,0,738,11.3,97.8,13,9.6,35.5,0.551,36819,7305,833,63393,19167,0,1325497,1137629,0,20.4,0,12928,0,21929,789456,4760.8,2432.5,8.77,17502,1829,2889.052652,1476.15574
70502,1B1739191204170421,191204_170421,1,0,739,17.8,250,18.3,17.3,66,0.894,16548,45541,7477,25248,51136,17107,1522446,8665718,800352,33.5,18.6,27080,8699,6061,557568,288,2444.1,6.09,50674,17107,174.7704512,1483.195167
70503,1B1740191204170421,191204_170421,1,0,740,24.4,323,38,10.8,83.4,0.0816,28094,6945,4214,60320,15097,9357,3343205,3292334,194767,35.7,12.4,9070,6716,12087,1438336,19563.7,2442.1,1.65,11258,9357,11872.07179,1481.981472
70504,1B1741191204170421,191204_170421,1,0,741,11.2,97.8,11.4,10.9,34.6,0.905,29415,9850,1551,63650,16950,0,1058934,1409728,0,23,0,9590,0,16380,589680,4138,2442.2,6.35,16950,3565,2511.111552,1482.042157
70505,1B1742191204170421,191204_170421,1,0,742,29.9,676,35.8,24,106.2,0.451,18684,44797,18201,37535,47465,62331,4652322,17492047,6402463,40.6,36.4,36981,16804,6036,1502880,229,2459.9,2.46,46129,62294,138.9667824,1492.783352
70506,1B1743191204170421,191204_170421,1,0,743,16.8,217,18.8,14.7,52.4,0.612,41972,17582,5795,63419,32793,10093,3357792,4467118,391842,35.4,13.8,12548,7393,43533,3482624,13641.2,2452,3.03,32793,10093,8278.050967,1487.989259
70507,1B1744191204170421,191204_170421,1,0,744,5.7,24.4,6.6,4.7,17.3,0.518,13135,7849,2180,16223,14822,0,118213,1425322,0,22.9,0,9631,0,12500,112496,17247.2,2445.6,3.6,9732,2818,10466.32266,1484.105437
70508,1B1745191204170421,191204_170421,1,0,745,10.1,70.6,13.5,6.7,33.2,0.243,19547,9628,4065,32594,15335,7633,508233,2301005,20164,28.6,2.9,10181,6721,16476,428384,12317.1,2455.9,2.37,12921,7633,7474.531681,1490.355963
70509,1B1746191204170421,191204_170421,1,0,746,12.9,106,18.4,7.3,45.4,0.158,17229,6042,3932,27304,20341,7313,671948,2622350,14321,31.3,2.3,9332,7161,15025,585984,10683,2457.2,1.54,10138,8352,6482.891423,1491.144865
70510,1B1747191204170421,191204_170421,1,0,747,16.4,206,18.7,14,53.8,0.56,40363,11725,2106,63486,17957,0,3067624,3924777,0,35.8,0,10812,0,35637,2708400,7069.3,2462.3,5.57,16323,5453,4289.94705,1494.239785
